cell,predict_cell
PAT16(NDBE)_AX209,PAT20(ESO)_E_1
PAT16(NDBE)_AX210,PAT9(NDBE)_J_48
PAT16(NDBE)_AX211,PAT19(LGD)_B_154
PAT16(NDBE)_AX212,PAT20(ESO)_E_71
PAT16(NDBE)_AX213,PAT20(ESO)_E_332
PAT16(NDBE)_AX217,PAT14(HGD)_C_356
PAT16(NDBE)_AX218,PAT16(NDBE)_B_106
PAT16(NDBE)_AX220,PAT16(NDBE)_B_86
PAT16(NDBE)_AX222,PAT20(CARD)_F_224
PAT16(NDBE)_AX223,PAT9(NDBE)_J_90
PAT16(NDBE)_AX224,PAT16(EAC)_A_192
PAT16(NDBE)_AX225,PAT14(HGD)_C_379
PAT16(NDBE)_AX226,PAT16(NDBE)_B_292
PAT16(NDBE)_AX227,PAT6(HGD)_I_246
PAT16(NDBE)_AX228,PAT6(LGD)_H_97
PAT16(NDBE)_AX229,PAT16(NDBE)_B_161
PAT16(NDBE)_AX233,PAT14(NDBE)_D_196
PAT16(NDBE)_AX234,PAT6(LGD)_H_281
PAT16(NDBE)_AX235,PAT20(ESO)_E_335
PAT16(NDBE)_AX236,PAT16(NDBE)_B_121
PAT16(NDBE)_AX237,PAT20(CARD)_F_18
PAT16(NDBE)_AX239,PAT16(NDBE)_B_370
PAT16(NDBE)_AX240,PAT14(HGD)_C_222
PAT16(NDBE)_AX241,PAT9(NDBE)_J_292
PAT16(NDBE)_AX243,PAT20(CARD)_F_33
PAT16(NDBE)_AX244,PAT20(CARD)_F_313
PAT16(NDBE)_AX245,PAT16(NDBE)_B_190
PAT16(NDBE)_AX246,PAT6(LGD)_H_380
PAT16(NDBE)_AX247,PAT19(LGD)_B_318
PAT16(NDBE)_AX248,PAT20(ESO)_E_368
PAT16(NDBE)_AX249,PAT20(ESO)_E_253
PAT16(NDBE)_AX250,PAT14(HGD)_C_17
PAT16(NDBE)_AX251,PAT19(LGD)_B_327
PAT16(NDBE)_AX252,PAT14(NDBE)_D_348
PAT16(NDBE)_AX253,PAT19(LGD)_B_354
PAT16(NDBE)_AX254,PAT9(NDBE)_J_105
PAT16(NDBE)_AX255,PAT6(LGD)_H_151
PAT16(NDBE)_AX256,PAT20(CARD)_F_294
PAT16(NDBE)_AX257,PAT14(NDBE)_D_274
PAT16(NDBE)_AX258,PAT20(CARD)_F_100
PAT16(NDBE)_AX259,PAT14(NDBE)_D_241
PAT16(NDBE)_AX260,PAT19(LGD)_B_19
PAT16(NDBE)_AX261,PAT20(ESO)_E_349
PAT16(NDBE)_AX262,PAT14(NDBE)_D_350
PAT16(NDBE)_AX265,PAT16(NDBE)_B_213
PAT16(NDBE)_AX269,PAT6(HGD)_I_120
PAT16(NDBE)_AX270,PAT9(NDBE)_J_246
PAT16(NDBE)_AX271,PAT14(NDBE)_D_243
PAT16(NDBE)_AX272,PAT20(ESO)_E_5
PAT16(NDBE)_AX273,PAT16(NDBE)_B_170
PAT16(NDBE)_AX276,PAT16(NDBE)_B_40
PAT16(NDBE)_AX277,PAT16(EAC)_A_293
PAT16(NDBE)_AX278,PAT14(NDBE)_D_10
PAT16(NDBE)_AX279,PAT14(HGD)_C_368
PAT16(NDBE)_AX281,PAT16(EAC)_A_81
PAT16(NDBE)_AX282,PAT6(LGD)_H_338
PAT16(NDBE)_AX283,PAT16(NDBE)_B_306
PAT16(NDBE)_AX284,PAT16(NDBE)_B_147
PAT16(NDBE)_AX286,PAT9(NDBE)_J_330
PAT16(NDBE)_AX288,PAT16(NDBE)_B_318
PAT16(NDBE)_AX289,PAT16(NDBE)_B_199
PAT16(NDBE)_AX294,PAT16(NDBE)_B_139
PAT16(NDBE)_AX295,PAT20(ESO)_E_192
PAT16(NDBE)_AX296,PAT16(EAC)_A_180
PAT16(NDBE)_AX297,PAT16(NDBE)_B_109
PAT16(NDBE)_AX299,PAT19(LGD)_B_219
PAT16(NDBE)_AX301,PAT16(NDBE)_B_30
PAT16(NDBE)_AX302,PAT20(ESO)_E_199
PAT16(NDBE)_AX303,PAT20(ESO)_E_115
PAT16(NDBE)_AX305,PAT6(LGD)_H_348
PAT16(NDBE)_AX307,PAT20(ESO)_E_18
PAT16(NDBE)_AX308,PAT20(CARD)_F_252
PAT16(NDBE)_AX309,PAT6(HGD)_I_311
PAT16(NDBE)_AX312,PAT14(NDBE)_D_214
PAT16(NDBE)_AX313,PAT16(NDBE)_B_104
PAT16(NDBE)_AX315,PAT16(EAC)_A_225
PAT16(NDBE)_AX316,PAT14(HGD)_C_318
PAT16(NDBE)_AX317,PAT20(CARD)_F_109
PAT16(NDBE)_AX318,PAT16(NDBE)_B_184
PAT16(NDBE)_AX319,PAT16(EAC)_A_257
PAT16(NDBE)_AX320,PAT16(EAC)_A_107
PAT16(NDBE)_AX321,PAT19(LGD)_B_273
PAT16(NDBE)_AX322,PAT14(HGD)_C_363
PAT16(NDBE)_AX325,PAT16(NDBE)_B_156
PAT16(NDBE)_AX326,PAT20(ESO)_E_378
PAT16(NDBE)_AX328,PAT6(LGD)_H_15
PAT16(NDBE)_AX330,PAT16(NDBE)_B_87
PAT16(NDBE)_AX333,PAT16(NDBE)_B_295
PAT16(NDBE)_AX334,PAT20(ESO)_E_31
PAT16(NDBE)_AX336,PAT16(NDBE)_B_127
PAT16(NDBE)_AX337,PAT16(EAC)_A_56
PAT16(NDBE)_AX338,PAT16(NDBE)_B_55
PAT16(NDBE)_AX339,PAT6(HGD)_I_338
PAT16(NDBE)_AX340,PAT6(LGD)_H_37
PAT16(NDBE)_AX341,PAT14(NDBE)_D_171
PAT16(NDBE)_AX343,PAT20(HGD1)_D_64
PAT16(NDBE)_AX344,PAT6(HGD)_I_31
PAT16(NDBE)_AX345,PAT19(LGD)_B_197
PAT16(NDBE)_AX347,PAT19(LGD)_B_112
PAT16(NDBE)_AX348,PAT16(NDBE)_B_160
PAT16(NDBE)_AX350,PAT9(NDBE)_J_209
PAT16(NDBE)_AX351,PAT16(NDBE)_B_132
PAT16(NDBE)_AX352,PAT16(NDBE)_B_154
PAT16(NDBE)_AX354,PAT14(NDBE)_D_292
PAT16(NDBE)_AX355,PAT16(NDBE)_B_179
PAT16(NDBE)_AX357,PAT9(NDBE)_J_380
PAT16(NDBE)_AX361,PAT16(NDBE)_B_75
PAT16(NDBE)_AX362,PAT6(LGD)_H_140
PAT16(NDBE)_AX364,PAT20(ESO)_E_328
PAT16(NDBE)_AX367,PAT20(CARD)_F_200
PAT16(NDBE)_AX368,PAT16(NDBE)_B_260
PAT16(NDBE)_AX370,PAT16(NDBE)_B_137
PAT16(NDBE)_AX371,PAT20(ESO)_E_60
PAT16(NDBE)_AX372,PAT6(LGD)_H_2
PAT16(NDBE)_AX373,PAT16(NDBE)_B_43
PAT16(NDBE)_AX374,PAT14(NDBE)_D_100
PAT16(NDBE)_AX375,PAT16(NDBE)_B_5
PAT16(NDBE)_AX377,PAT16(NDBE)_B_315
PAT16(NDBE)_AX378,PAT14(NDBE)_D_322
PAT16(NDBE)_AX382,PAT9(NDBE)_J_228
PAT6(LGD)_BB002,PAT6(LGD)_H_339
PAT6(LGD)_BB004,PAT6(LGD)_H_347
PAT6(LGD)_BB005,PAT20(CARD)_F_184
PAT6(LGD)_BB006,PAT6(LGD)_H_186
PAT6(LGD)_BB007,PAT6(LGD)_H_135
PAT6(LGD)_BB009,PAT6(LGD)_H_107
PAT6(LGD)_BB010,PAT6(LGD)_H_203
PAT6(LGD)_BB011,PAT6(LGD)_H_298
PAT6(LGD)_BB013,PAT6(LGD)_H_23
PAT6(LGD)_BB015,PAT6(LGD)_H_83
PAT6(LGD)_BB016,PAT6(LGD)_H_319
PAT6(LGD)_BB017,PAT6(LGD)_H_223
PAT6(LGD)_BB018,PAT6(LGD)_H_66
PAT6(LGD)_BB020,PAT6(LGD)_H_61
PAT6(LGD)_BB021,PAT6(LGD)_H_278
PAT6(LGD)_BB022,PAT6(LGD)_H_362
PAT6(LGD)_BB026,PAT6(LGD)_H_179
PAT6(LGD)_BB027,PAT6(LGD)_H_94
PAT6(LGD)_BB028,PAT19(LGD)_B_5
PAT6(LGD)_BB029,PAT6(LGD)_H_178
PAT6(LGD)_BB030,PAT6(LGD)_H_213
PAT6(LGD)_BB032,PAT6(LGD)_H_3
PAT6(LGD)_BB034,PAT14(NDBE)_D_347
PAT6(LGD)_BB035,PAT6(HGD)_I_288
PAT6(LGD)_BB036,PAT6(LGD)_H_357
PAT6(LGD)_BB037,PAT6(LGD)_H_383
PAT6(LGD)_BB038,PAT14(NDBE)_D_372
PAT6(LGD)_BB039,PAT6(LGD)_H_11
PAT6(LGD)_BB042,PAT6(LGD)_H_34
PAT6(LGD)_BB043,PAT6(LGD)_H_280
PAT6(LGD)_BB045,PAT6(LGD)_H_320
PAT6(LGD)_BB049,PAT6(LGD)_H_108
PAT6(LGD)_BB051,PAT6(LGD)_H_273
PAT6(LGD)_BB052,PAT6(LGD)_H_25
PAT6(LGD)_BB053,PAT6(LGD)_H_59
PAT6(LGD)_BB054,PAT6(LGD)_H_248
PAT6(LGD)_BB055,PAT6(LGD)_H_330
PAT6(LGD)_BB056,PAT20(CARD)_F_204
PAT6(LGD)_BB058,PAT6(LGD)_H_128
PAT6(LGD)_BB060,PAT6(LGD)_H_9
PAT6(LGD)_BB062,PAT9(NDBE)_J_197
PAT6(LGD)_BB063,PAT6(LGD)_H_161
PAT6(LGD)_BB064,PAT6(LGD)_H_190
PAT6(LGD)_BB065,PAT6(LGD)_H_175
PAT6(LGD)_BB066,PAT6(LGD)_H_67
PAT6(LGD)_BB068,PAT6(LGD)_H_295
PAT6(LGD)_BB070,PAT20(ESO)_E_284
PAT6(LGD)_BB071,PAT6(LGD)_H_303
PAT6(LGD)_BB072,PAT6(LGD)_H_234
PAT6(LGD)_BB074,PAT6(LGD)_H_292
PAT6(LGD)_BB075,PAT6(LGD)_H_373
PAT6(LGD)_BB076,PAT20(ESO)_E_132
PAT6(LGD)_BB077,PAT6(HGD)_I_170
PAT6(LGD)_BB078,PAT6(LGD)_H_41
PAT6(LGD)_BB080,PAT6(LGD)_H_46
PAT6(LGD)_BB081,PAT6(LGD)_H_313
PAT6(LGD)_BB082,PAT6(LGD)_H_335
PAT6(LGD)_BB083,PAT6(LGD)_H_351
PAT6(LGD)_BB085,PAT6(LGD)_H_114
PAT6(LGD)_BB087,PAT6(LGD)_H_326
PAT6(LGD)_BB088,PAT6(LGD)_H_92
PAT6(LGD)_BB089,PAT20(ESO)_E_278
PAT6(LGD)_BB090,PAT6(HGD)_I_181
PAT6(LGD)_BB091,PAT6(LGD)_H_75
PAT6(LGD)_BB092,PAT20(CARD)_F_308
PAT6(LGD)_BB093,PAT6(HGD)_I_219
PAT6(LGD)_BB097,PAT6(LGD)_H_208
PAT6(LGD)_BB098,PAT6(LGD)_H_7
PAT6(LGD)_BB100,PAT6(HGD)_I_342
PAT6(LGD)_BB105,PAT6(LGD)_H_325
PAT6(LGD)_BB107,PAT6(LGD)_H_315
PAT6(LGD)_BB108,PAT6(LGD)_H_118
PAT6(LGD)_BB109,PAT6(LGD)_H_6
PAT6(LGD)_BB111,PAT6(LGD)_H_192
PAT6(LGD)_BB112,PAT6(LGD)_H_356
PAT6(LGD)_BB113,PAT6(LGD)_H_210
PAT6(LGD)_BB114,PAT6(LGD)_H_104
PAT6(LGD)_BB115,PAT6(HGD)_I_172
PAT6(LGD)_BB118,PAT6(LGD)_H_113
PAT6(LGD)_BB119,PAT6(LGD)_H_99
PAT6(LGD)_BB120,PAT6(LGD)_H_272
PAT6(LGD)_BB121,PAT6(LGD)_H_27
PAT6(LGD)_BB122,PAT6(LGD)_H_14
PAT6(LGD)_BB124,PAT6(LGD)_H_205
PAT6(LGD)_BB125,PAT6(LGD)_H_134
PAT6(LGD)_BB126,PAT9(NDBE)_J_29
PAT6(LGD)_BB127,PAT6(HGD)_I_207
PAT6(LGD)_BB128,PAT6(LGD)_H_158
PAT6(LGD)_BB129,PAT6(LGD)_H_301
PAT6(LGD)_BB130,PAT6(LGD)_H_286
PAT6(LGD)_BB131,PAT6(LGD)_H_289
PAT6(LGD)_BB133,PAT6(HGD)_I_115
PAT6(LGD)_BB134,PAT6(LGD)_H_22
PAT6(LGD)_BB135,PAT6(LGD)_H_232
PAT6(LGD)_BB137,PAT6(LGD)_H_8
PAT6(LGD)_BB140,PAT6(LGD)_H_227
PAT6(LGD)_BB141,PAT6(LGD)_H_170
PAT6(LGD)_BB143,PAT6(LGD)_H_352
PAT6(LGD)_BB144,PAT9(NDBE)_J_241
PAT6(LGD)_BB145,PAT6(LGD)_H_251
PAT6(LGD)_BB146,PAT6(LGD)_H_279
PAT6(LGD)_BB147,PAT6(LGD)_H_142
PAT6(LGD)_BB149,PAT6(LGD)_H_69
PAT6(LGD)_BB153,PAT6(LGD)_H_70
PAT6(LGD)_BB154,PAT6(HGD)_I_286
PAT6(LGD)_BB155,PAT20(CARD)_F_334
PAT6(LGD)_BB157,PAT6(LGD)_H_74
PAT6(LGD)_BB158,PAT6(LGD)_H_369
PAT6(LGD)_BB159,PAT6(LGD)_H_55
PAT6(LGD)_BB160,PAT6(LGD)_H_290
PAT6(LGD)_BB162,PAT19(LGD)_B_113
PAT6(LGD)_BB163,PAT16(EAC)_A_313
PAT6(LGD)_BB164,PAT6(HGD)_I_40
PAT6(LGD)_BB165,PAT6(LGD)_H_344
PAT6(LGD)_BB166,PAT6(LGD)_H_30
PAT6(LGD)_BB167,PAT6(LGD)_H_225
PAT6(LGD)_BB171,PAT6(LGD)_H_35
PAT6(LGD)_BB174,PAT6(LGD)_H_157
PAT6(LGD)_BB175,PAT6(LGD)_H_329
PAT6(LGD)_BB177,PAT6(HGD)_I_218
PAT6(LGD)_BB178,PAT6(LGD)_H_246
PAT6(LGD)_BB181,PAT6(LGD)_H_76
PAT6(LGD)_BB183,PAT6(LGD)_H_166
PAT6(LGD)_BB184,PAT6(LGD)_H_87
PAT6(LGD)_BB185,PAT6(LGD)_H_323
PAT6(LGD)_BB186,PAT6(LGD)_H_125
PAT6(LGD)_BB187,PAT6(LGD)_H_145
PAT6(LGD)_BB188,PAT6(HGD)_I_7
PAT6(LGD)_BB189,PAT6(LGD)_H_247
PAT6(LGD)_BB191,PAT6(LGD)_H_299
PAT6(LGD)_BB192,PAT6(LGD)_H_78
PAT6(LGD)_BB193,PAT6(LGD)_H_189
PAT6(LGD)_BB194,PAT6(LGD)_H_308
PAT6(LGD)_BB195,PAT6(LGD)_H_257
PAT6(LGD)_BB196,PAT20(ESO)_E_176
PAT6(LGD)_BB197,PAT6(LGD)_H_200
PAT6(LGD)_BB198,PAT6(LGD)_H_80
PAT6(LGD)_BB199,PAT6(LGD)_H_195
PAT6(LGD)_BB202,PAT6(LGD)_H_182
PAT6(LGD)_BB205,PAT6(LGD)_H_222
PAT6(LGD)_BB206,PAT6(LGD)_H_374
PAT6(LGD)_BB207,PAT6(LGD)_H_116
PAT6(LGD)_BB208,PAT6(LGD)_H_171
PAT6(LGD)_BB209,PAT6(LGD)_H_112
PAT6(LGD)_BB210,PAT6(LGD)_H_193
PAT6(LGD)_BB212,PAT6(HGD)_I_197
PAT6(LGD)_BB214,PAT20(CARD)_F_148
PAT6(LGD)_BB215,PAT6(LGD)_H_117
PAT6(LGD)_BB216,PAT6(LGD)_H_302
PAT6(LGD)_BB217,PAT6(HGD)_I_292
PAT6(LGD)_BB218,PAT6(LGD)_H_73
PAT6(LGD)_BB219,PAT6(LGD)_H_120
PAT6(LGD)_BB221,PAT6(LGD)_H_165
PAT6(LGD)_BB222,PAT6(LGD)_H_43
PAT6(LGD)_BB224,PAT6(HGD)_I_152
PAT6(LGD)_BB226,PAT14(NDBE)_D_313
PAT6(LGD)_BB228,PAT6(HGD)_I_19
PAT6(LGD)_BB229,PAT14(NDBE)_D_284
PAT6(LGD)_BB231,PAT6(LGD)_H_181
PAT6(LGD)_BB234,PAT6(HGD)_I_24
PAT6(LGD)_BB235,PAT6(LGD)_H_353
PAT6(LGD)_BB236,PAT6(LGD)_H_219
PAT6(LGD)_BB237,PAT6(LGD)_H_271
PAT6(LGD)_BB239,PAT16(NDBE)_B_198
PAT6(LGD)_BB240,PAT6(LGD)_H_139
PAT6(LGD)_BB242,PAT6(LGD)_H_372
PAT6(LGD)_BB243,PAT6(LGD)_H_277
PAT6(LGD)_BB248,PAT6(HGD)_I_326
PAT6(LGD)_BB250,PAT6(LGD)_H_270
PAT6(LGD)_BB251,PAT6(LGD)_H_10
PAT6(LGD)_BB256,PAT6(LGD)_H_288
PAT6(LGD)_BB258,PAT6(LGD)_H_124
PAT6(LGD)_BB260,PAT6(HGD)_I_110
PAT6(LGD)_BB261,PAT14(NDBE)_D_294
PAT6(LGD)_BB263,PAT6(LGD)_H_106
PAT6(LGD)_BB266,PAT6(LGD)_H_228
PAT6(LGD)_BB267,PAT6(LGD)_H_199
PAT6(LGD)_BB268,PAT6(LGD)_H_156
PAT6(LGD)_BB271,PAT6(LGD)_H_274
PAT6(LGD)_BB274,PAT6(LGD)_H_230
PAT6(LGD)_BB275,PAT6(LGD)_H_132
PAT6(LGD)_BB280,PAT6(LGD)_H_314
PAT6(LGD)_BB281,PAT6(LGD)_H_215
PAT6(LGD)_BB285,PAT6(LGD)_H_252
PAT6(LGD)_BB287,PAT6(LGD)_H_207
PAT6(LGD)_BB288,PAT6(LGD)_H_188
PAT6(LGD)_BB290,PAT6(HGD)_I_276
PAT6(LGD)_BB291,PAT6(LGD)_H_243
PAT6(LGD)_BB292,PAT6(LGD)_H_250
PAT6(LGD)_BB295,PAT6(HGD)_I_166
PAT6(LGD)_BB298,PAT6(LGD)_H_202
PAT6(LGD)_BB299,PAT6(LGD)_H_100
PAT6(LGD)_BB312,PAT6(LGD)_H_57
PAT6(LGD)_BB316,PAT9(NDBE)_J_224
PAT6(LGD)_BB317,PAT6(LGD)_H_343
PAT6(LGD)_BB320,PAT6(LGD)_H_331
PAT6(LGD)_BB321,PAT6(HGD)_I_332
PAT6(LGD)_BB326,PAT6(LGD)_H_216
PAT6(LGD)_BB328,PAT6(LGD)_H_187
PAT6(LGD)_BB335,PAT6(LGD)_H_81
PAT6(LGD)_BB337,PAT19(LGD)_B_52
PAT6(LGD)_BB340,PAT6(LGD)_H_184
PAT6(LGD)_BB341,PAT6(HGD)_I_141
PAT6(LGD)_BB342,PAT6(LGD)_H_307
PAT6(LGD)_BB343,PAT6(LGD)_H_283
PAT6(LGD)_BB344,PAT6(HGD)_I_4
PAT6(LGD)_BB346,PAT6(LGD)_H_337
PAT6(LGD)_BB347,PAT6(LGD)_H_204
PAT6(LGD)_BB354,PAT6(LGD)_H_88
PAT6(LGD)_BB356,PAT6(LGD)_H_336
PAT6(LGD)_BB357,PAT6(LGD)_H_146
PAT6(LGD)_BB358,PAT6(LGD)_H_96
PAT6(LGD)_BB369,PAT6(LGD)_H_38
PAT6(LGD)_BB370,PAT6(HGD)_I_158
PAT6(LGD)_BB372,PAT6(LGD)_H_293
PAT6(LGD)_BB375,PAT6(LGD)_H_276
PAT6(LGD)_BB376,PAT20(ESO)_E_118
PAT6(LGD)_BB379,PAT6(LGD)_H_359
PAT6(LGD)_BB381,PAT6(LGD)_H_137
PAT6(LGD)_BB382,PAT6(LGD)_H_214
PAT6(LGD)_BB384,PAT9(NDBE)_J_319
PAT19(LGD)_BD001,PAT20(CARD)_F_332
PAT19(LGD)_BD002,PAT9(NDBE)_J_63
PAT19(LGD)_BD003,PAT6(LGD)_H_103
PAT19(LGD)_BD004,PAT20(ESO)_E_240
PAT19(LGD)_BD005,PAT19(LGD)_B_86
PAT19(LGD)_BD006,PAT20(HGD1)_D_37
PAT19(LGD)_BD007,PAT14(NDBE)_D_202
PAT19(LGD)_BD008,PAT20(ESO)_E_225
PAT19(LGD)_BD009,PAT16(NDBE)_B_304
PAT19(LGD)_BD010,PAT14(HGD)_C_341
PAT19(LGD)_BD011,PAT19(LGD)_B_351
PAT19(LGD)_BD013,PAT16(EAC)_A_44
PAT19(LGD)_BD014,PAT14(NDBE)_D_121
PAT19(LGD)_BD015,PAT20(CARD)_F_47
PAT19(LGD)_BD017,PAT6(HGD)_I_39
PAT19(LGD)_BD018,PAT14(NDBE)_D_304
PAT19(LGD)_BD019,PAT6(HGD)_I_154
PAT19(LGD)_BD020,PAT6(LGD)_H_21
PAT19(LGD)_BD021,PAT20(CARD)_F_127
PAT19(LGD)_BD022,PAT6(LGD)_H_86
PAT19(LGD)_BD023,PAT16(EAC)_A_48
PAT19(LGD)_BD024,PAT16(EAC)_A_88
PAT19(LGD)_BD026,PAT9(NDBE)_J_369
PAT19(LGD)_BD027,PAT19(LGD)_B_81
PAT19(LGD)_BD028,PAT16(NDBE)_B_297
PAT19(LGD)_BD029,PAT6(LGD)_H_172
PAT19(LGD)_BD030,PAT9(NDBE)_J_373
PAT19(LGD)_BD031,PAT20(CARD)_F_368
PAT19(LGD)_BD032,PAT20(CARD)_F_232
PAT19(LGD)_BD033,PAT19(LGD)_B_348
PAT19(LGD)_BD034,PAT14(NDBE)_D_365
PAT19(LGD)_BD035,PAT20(CARD)_F_80
PAT19(LGD)_BD036,PAT19(LGD)_B_107
PAT19(LGD)_BD037,PAT20(HGD1)_D_41
PAT19(LGD)_BD038,PAT9(NDBE)_J_291
PAT19(LGD)_BD039,PAT20(CARD)_F_74
PAT19(LGD)_BD040,PAT14(NDBE)_D_369
PAT19(LGD)_BD041,PAT19(LGD)_B_378
PAT19(LGD)_BD042,PAT19(LGD)_B_344
PAT19(LGD)_BD043,PAT14(HGD)_C_240
PAT19(LGD)_BD044,PAT14(NDBE)_D_267
PAT19(LGD)_BD045,PAT20(CARD)_F_165
PAT19(LGD)_BD046,PAT20(CARD)_F_302
PAT19(LGD)_BD047,PAT20(ESO)_E_235
PAT19(LGD)_BD048,PAT19(LGD)_B_212
PAT19(LGD)_BD049,PAT20(CARD)_F_207
PAT19(LGD)_BD050,PAT19(LGD)_B_231
PAT19(LGD)_BD051,PAT9(NDBE)_J_341
PAT19(LGD)_BD052,PAT6(HGD)_I_183
PAT19(LGD)_BD055,PAT14(HGD)_C_282
PAT19(LGD)_BD056,PAT6(HGD)_I_77
PAT19(LGD)_BD058,PAT16(EAC)_A_290
PAT19(LGD)_BD059,PAT20(CARD)_F_339
PAT19(LGD)_BD060,PAT14(NDBE)_D_173
PAT19(LGD)_BD061,PAT20(ESO)_E_23
PAT19(LGD)_BD062,PAT20(CARD)_F_315
PAT19(LGD)_BD063,PAT20(ESO)_E_251
PAT19(LGD)_BD064,PAT20(CARD)_F_180
PAT19(LGD)_BD065,PAT20(ESO)_E_65
PAT19(LGD)_BD066,PAT20(CARD)_F_239
PAT19(LGD)_BD067,PAT20(HGD1)_D_48
PAT19(LGD)_BD068,PAT16(NDBE)_B_26
PAT19(LGD)_BD069,PAT14(NDBE)_D_98
PAT19(LGD)_BD071,PAT14(NDBE)_D_327
PAT19(LGD)_BD072,PAT6(HGD)_I_134
PAT19(LGD)_BD073,PAT6(LGD)_H_98
PAT19(LGD)_BD074,PAT19(LGD)_B_20
PAT19(LGD)_BD075,PAT16(NDBE)_B_331
PAT19(LGD)_BD076,PAT20(CARD)_F_366
PAT19(LGD)_BD077,PAT20(ESO)_E_259
PAT19(LGD)_BD078,PAT6(LGD)_H_85
PAT19(LGD)_BD079,PAT20(HGD1)_D_274
PAT19(LGD)_BD080,PAT16(EAC)_A_201
PAT19(LGD)_BD081,PAT19(LGD)_B_331
PAT19(LGD)_BD083,PAT14(NDBE)_D_331
PAT19(LGD)_BD084,PAT14(NDBE)_D_116
PAT19(LGD)_BD085,PAT20(CARD)_F_99
PAT19(LGD)_BD086,PAT20(HGD1)_D_234
PAT19(LGD)_BD087,PAT6(LGD)_H_90
PAT19(LGD)_BD088,PAT14(NDBE)_D_192
PAT19(LGD)_BD089,PAT6(HGD)_I_155
PAT19(LGD)_BD090,PAT14(NDBE)_D_257
PAT19(LGD)_BD091,PAT20(CARD)_F_78
PAT19(LGD)_BD092,PAT20(CARD)_F_105
PAT19(LGD)_BD093,PAT20(ESO)_E_76
PAT19(LGD)_BD094,PAT9(NDBE)_J_329
PAT19(LGD)_BD095,PAT20(ESO)_E_140
PAT19(LGD)_BD096,PAT19(LGD)_B_282
PAT19(LGD)_BD098,PAT20(CARD)_F_223
PAT19(LGD)_BD099,PAT19(LGD)_B_49
PAT19(LGD)_BD100,PAT6(LGD)_H_62
PAT19(LGD)_BD101,PAT16(NDBE)_B_135
PAT19(LGD)_BD102,PAT6(LGD)_H_191
PAT19(LGD)_BD103,PAT19(LGD)_B_38
PAT19(LGD)_BD104,PAT20(ESO)_E_367
PAT19(LGD)_BD105,PAT19(LGD)_B_29
PAT19(LGD)_BD106,PAT9(NDBE)_J_78
PAT19(LGD)_BD107,PAT19(LGD)_B_103
PAT19(LGD)_BD108,PAT19(LGD)_B_211
PAT19(LGD)_BD109,PAT19(LGD)_B_12
PAT19(LGD)_BD110,PAT20(ESO)_E_53
PAT19(LGD)_BD112,PAT6(LGD)_H_12
PAT19(LGD)_BD113,PAT19(LGD)_B_310
PAT19(LGD)_BD114,PAT20(ESO)_E_179
PAT19(LGD)_BD115,PAT14(NDBE)_D_197
PAT19(LGD)_BD116,PAT6(LGD)_H_375
PAT19(LGD)_BD117,PAT16(EAC)_A_254
PAT19(LGD)_BD118,PAT16(EAC)_A_166
PAT19(LGD)_BD119,PAT6(LGD)_H_152
PAT19(LGD)_BD120,PAT19(LGD)_B_28
PAT19(LGD)_BD121,PAT6(LGD)_H_84
PAT19(LGD)_BD122,PAT9(NDBE)_J_150
PAT19(LGD)_BD123,PAT6(LGD)_H_360
PAT19(LGD)_BD124,PAT6(LGD)_H_317
PAT19(LGD)_BD125,PAT6(HGD)_I_255
PAT19(LGD)_BD126,PAT6(LGD)_H_269
PAT19(LGD)_BD127,PAT20(CARD)_F_324
PAT19(LGD)_BD128,PAT20(ESO)_E_187
PAT19(LGD)_BD129,PAT9(NDBE)_J_55
PAT19(LGD)_BD130,PAT14(NDBE)_D_150
PAT19(LGD)_BD132,PAT6(LGD)_H_249
PAT19(LGD)_BD133,PAT9(NDBE)_J_114
PAT19(LGD)_BD134,PAT20(CARD)_F_283
PAT19(LGD)_BD135,PAT16(EAC)_A_140
PAT19(LGD)_BD136,PAT14(HGD)_C_310
PAT19(LGD)_BD137,PAT20(CARD)_F_241
PAT19(LGD)_BD138,PAT14(NDBE)_D_293
PAT19(LGD)_BD139,PAT19(LGD)_B_283
PAT19(LGD)_BD140,PAT20(ESO)_E_355
PAT19(LGD)_BD141,PAT14(HGD)_C_256
PAT19(LGD)_BD142,PAT20(CARD)_F_116
PAT19(LGD)_BD143,PAT9(NDBE)_J_344
PAT19(LGD)_BD144,PAT16(NDBE)_B_13
PAT19(LGD)_BD145,PAT20(ESO)_E_11
PAT19(LGD)_BD146,PAT20(CARD)_F_104
PAT19(LGD)_BD147,PAT20(CARD)_F_132
PAT19(LGD)_BD148,PAT19(LGD)_B_243
PAT19(LGD)_BD149,PAT6(LGD)_H_127
PAT19(LGD)_BD150,PAT9(NDBE)_J_216
PAT19(LGD)_BD151,PAT20(ESO)_E_207
PAT19(LGD)_BD152,PAT19(LGD)_B_108
PAT19(LGD)_BD153,PAT16(NDBE)_B_253
PAT19(LGD)_BD154,PAT16(NDBE)_B_375
PAT19(LGD)_BD155,PAT9(NDBE)_J_180
PAT19(LGD)_BD156,PAT20(CARD)_F_114
PAT19(LGD)_BD157,PAT9(NDBE)_J_271
PAT19(LGD)_BD158,PAT20(CARD)_F_296
PAT19(LGD)_BD159,PAT20(ESO)_E_230
PAT19(LGD)_BD160,PAT16(EAC)_A_253
PAT19(LGD)_BD161,PAT20(ESO)_E_383
