cell,predict_cell,step
PAT19(LGD)_BD059,PAT20(CARD)_F_339,1
PAT19(LGD)_BD060,PAT14(NDBE)_D_173,1
PAT19(LGD)_BD061,PAT20(ESO)_E_23,1
PAT19(LGD)_BD062,PAT20(CARD)_F_315,1
PAT19(LGD)_BD063,PAT20(ESO)_E_251,1
PAT19(LGD)_BD064,PAT20(CARD)_F_180,1
PAT19(LGD)_BD065,PAT20(ESO)_E_65,1
PAT19(LGD)_BD066,PAT20(CARD)_F_239,1
PAT19(LGD)_BD067,PAT20(HGD1)_D_48,1
PAT19(LGD)_BD068,PAT16(NDBE)_B_26,1
PAT19(LGD)_BD069,PAT14(NDBE)_D_98,1
PAT19(LGD)_BD071,PAT14(NDBE)_D_327,1
PAT19(LGD)_BD072,PAT6(HGD)_I_134,1
PAT19(LGD)_BD073,PAT6(LGD)_H_98,1
PAT19(LGD)_BD074,PAT19(LGD)_B_20,1
PAT19(LGD)_BD075,PAT16(NDBE)_B_331,1
PAT19(LGD)_BD076,PAT20(CARD)_F_366,1
PAT19(LGD)_BD077,PAT20(ESO)_E_259,1
PAT19(LGD)_BD078,PAT6(LGD)_H_85,1
PAT19(LGD)_BD079,PAT20(HGD1)_D_274,1
PAT19(LGD)_BD080,PAT16(EAC)_A_201,1
PAT19(LGD)_BD081,PAT19(LGD)_B_331,1
PAT19(LGD)_BD083,PAT14(NDBE)_D_331,1
PAT19(LGD)_BD084,PAT14(NDBE)_D_116,1
PAT19(LGD)_BD085,PAT20(CARD)_F_99,1
PAT19(LGD)_BD086,PAT20(HGD1)_D_234,1
PAT19(LGD)_BD087,PAT6(LGD)_H_90,1
PAT19(LGD)_BD088,PAT14(NDBE)_D_192,1
PAT19(LGD)_BD089,PAT6(HGD)_I_155,1
PAT19(LGD)_BD090,PAT14(NDBE)_D_257,1
PAT19(LGD)_BD091,PAT20(CARD)_F_78,1
PAT19(LGD)_BD092,PAT20(CARD)_F_105,1
PAT19(LGD)_BD093,PAT20(ESO)_E_76,1
PAT19(LGD)_BD094,PAT9(NDBE)_J_329,1
PAT19(LGD)_BD095,PAT20(ESO)_E_140,1
PAT19(LGD)_BD096,PAT19(LGD)_B_282,1
PAT19(LGD)_BD098,PAT20(CARD)_F_223,1
PAT19(LGD)_BD099,PAT19(LGD)_B_49,1
PAT19(LGD)_BD100,PAT6(LGD)_H_62,1
PAT19(LGD)_BD101,PAT16(NDBE)_B_135,1
PAT19(LGD)_BD102,PAT6(LGD)_H_191,1
PAT19(LGD)_BD103,PAT19(LGD)_B_38,1
PAT19(LGD)_BD104,PAT20(ESO)_E_367,1
PAT19(LGD)_BD105,PAT19(LGD)_B_29,1
PAT19(LGD)_BD106,PAT9(NDBE)_J_78,1
PAT19(LGD)_BD107,PAT19(LGD)_B_103,1
PAT19(LGD)_BD108,PAT19(LGD)_B_211,1
PAT19(LGD)_BD109,PAT19(LGD)_B_12,1
PAT19(LGD)_BD110,PAT20(ESO)_E_53,1
PAT19(LGD)_BD112,PAT6(LGD)_H_12,1
PAT19(LGD)_BD113,PAT19(LGD)_B_310,1
PAT19(LGD)_BD114,PAT20(ESO)_E_179,1
PAT19(LGD)_BD115,PAT14(NDBE)_D_197,1
PAT19(LGD)_BD116,PAT6(LGD)_H_375,1
PAT19(LGD)_BD117,PAT16(EAC)_A_254,1
PAT19(LGD)_BD118,PAT16(EAC)_A_166,1
PAT19(LGD)_BD119,PAT6(LGD)_H_152,1
PAT19(LGD)_BD120,PAT19(LGD)_B_28,1
PAT19(LGD)_BD121,PAT6(LGD)_H_84,1
PAT19(LGD)_BD122,PAT9(NDBE)_J_150,1
PAT19(LGD)_BD123,PAT6(LGD)_H_360,1
PAT19(LGD)_BD124,PAT6(LGD)_H_317,1
PAT19(LGD)_BD125,PAT6(HGD)_I_255,1
PAT19(LGD)_BD126,PAT6(LGD)_H_269,1
PAT19(LGD)_BD127,PAT20(CARD)_F_324,1
PAT19(LGD)_BD128,PAT20(ESO)_E_187,1
PAT19(LGD)_BD129,PAT9(NDBE)_J_55,1
PAT19(LGD)_BD130,PAT14(NDBE)_D_150,1
PAT19(LGD)_BD132,PAT6(LGD)_H_249,1
PAT19(LGD)_BD133,PAT9(NDBE)_J_114,1
PAT19(LGD)_BD134,PAT20(CARD)_F_283,1
PAT19(LGD)_BD135,PAT16(EAC)_A_140,1
PAT19(LGD)_BD136,PAT14(HGD)_C_310,1
PAT19(LGD)_BD137,PAT20(CARD)_F_241,1
PAT19(LGD)_BD138,PAT14(NDBE)_D_293,1
PAT19(LGD)_BD139,PAT19(LGD)_B_283,1
PAT19(LGD)_BD140,PAT20(ESO)_E_355,1
PAT19(LGD)_BD141,PAT14(HGD)_C_256,1
PAT19(LGD)_BD142,PAT20(CARD)_F_116,1
PAT19(LGD)_BD143,PAT9(NDBE)_J_344,1
PAT19(LGD)_BD144,PAT16(NDBE)_B_13,1
PAT19(LGD)_BD145,PAT20(ESO)_E_11,1
PAT19(LGD)_BD146,PAT20(CARD)_F_104,1
PAT19(LGD)_BD147,PAT20(CARD)_F_132,1
PAT19(LGD)_BD148,PAT19(LGD)_B_243,1
PAT19(LGD)_BD149,PAT6(LGD)_H_127,1
PAT19(LGD)_BD150,PAT9(NDBE)_J_216,1
PAT19(LGD)_BD151,PAT20(ESO)_E_207,1
PAT19(LGD)_BD152,PAT19(LGD)_B_108,1
PAT19(LGD)_BD153,PAT16(NDBE)_B_253,1
PAT19(LGD)_BD154,PAT16(NDBE)_B_375,1
PAT19(LGD)_BD155,PAT9(NDBE)_J_180,1
PAT19(LGD)_BD156,PAT20(CARD)_F_114,1
PAT19(LGD)_BD157,PAT9(NDBE)_J_271,1
PAT19(LGD)_BD158,PAT20(CARD)_F_296,1
PAT19(LGD)_BD159,PAT20(ESO)_E_230,1
PAT19(LGD)_BD160,PAT16(EAC)_A_253,1
PAT19(LGD)_BD161,PAT20(ESO)_E_383,1
PAT19(LGD)_BD162,PAT14(NDBE)_D_95,1
PAT19(LGD)_BD163,PAT9(NDBE)_J_153,1
PAT19(LGD)_BD164,PAT19(LGD)_B_259,1
PAT19(LGD)_BD165,PAT6(LGD)_H_209,1
PAT19(LGD)_BD166,PAT20(ESO)_E_175,1
PAT19(LGD)_BD167,PAT9(NDBE)_J_261,1
PAT19(LGD)_BD168,PAT20(CARD)_F_351,1
PAT19(LGD)_BD169,PAT20(CARD)_F_373,1
PAT19(LGD)_BD171,PAT20(ESO)_E_169,1
PAT19(LGD)_BD172,PAT9(NDBE)_J_334,1
PAT19(LGD)_BD175,PAT9(NDBE)_J_132,1
PAT19(LGD)_BD176,PAT6(HGD)_I_224,1
PAT19(LGD)_BD177,PAT20(ESO)_E_56,1
PAT19(LGD)_BD178,PAT20(ESO)_E_337,1
PAT19(LGD)_BD179,PAT6(HGD)_I_102,1
PAT19(LGD)_BD180,PAT19(LGD)_B_155,1
PAT19(LGD)_BD181,PAT20(ESO)_E_271,1
PAT19(LGD)_BD182,PAT14(NDBE)_D_343,1
PAT19(LGD)_BD183,PAT6(LGD)_H_130,1
PAT19(LGD)_BD184,PAT6(LGD)_H_51,1
PAT19(LGD)_BD185,PAT6(LGD)_H_110,1
PAT19(LGD)_BD186,PAT19(LGD)_B_223,1
PAT19(LGD)_BD187,PAT14(HGD)_C_215,1
PAT19(LGD)_BD188,PAT20(CARD)_F_171,1
PAT19(LGD)_BD189,PAT9(NDBE)_J_115,1
PAT19(LGD)_BD190,PAT20(ESO)_E_117,1
PAT19(LGD)_BD191,PAT6(HGD)_I_5,1
PAT19(LGD)_BD192,PAT20(CARD)_F_274,1
PAT19(LGD)_BD195,PAT16(NDBE)_B_248,1
PAT19(LGD)_BD196,PAT9(NDBE)_J_338,1
PAT19(LGD)_BD197,PAT14(NDBE)_D_115,1
PAT19(LGD)_BD198,PAT20(ESO)_E_346,1
PAT19(LGD)_BD199,PAT6(LGD)_H_0,1
PAT19(LGD)_BD200,PAT19(LGD)_B_158,1
PAT19(LGD)_BD201,PAT16(NDBE)_B_39,1
PAT19(LGD)_BD203,PAT20(ESO)_E_308,1
PAT19(LGD)_BD204,PAT14(NDBE)_D_253,1
PAT19(LGD)_BD205,PAT20(ESO)_E_289,1
PAT19(LGD)_BD206,PAT20(ESO)_E_52,1
PAT19(LGD)_BD207,PAT6(LGD)_H_354,1
PAT19(LGD)_BD208,PAT20(ESO)_E_198,1
PAT19(LGD)_BD209,PAT20(CARD)_F_17,1
PAT19(LGD)_BD210,PAT19(LGD)_B_291,1
PAT19(LGD)_BD211,PAT16(EAC)_A_353,1
PAT19(LGD)_BD212,PAT19(LGD)_B_39,1
PAT19(LGD)_BD213,PAT9(NDBE)_J_130,1
PAT19(LGD)_BD214,PAT20(ESO)_E_343,1
PAT19(LGD)_BD215,PAT20(ESO)_E_202,1
PAT19(LGD)_BD216,PAT19(LGD)_B_373,1
PAT19(LGD)_BD217,PAT6(LGD)_H_77,1
PAT19(LGD)_BD219,PAT20(CARD)_F_67,1
PAT19(LGD)_BD220,PAT20(CARD)_F_311,1
PAT19(LGD)_BD221,PAT16(NDBE)_B_62,1
PAT19(LGD)_BD222,PAT9(NDBE)_J_187,1
PAT19(LGD)_BD223,PAT19(LGD)_B_37,1
PAT19(LGD)_BD224,PAT14(HGD)_C_358,1
PAT19(LGD)_BD225,PAT6(LGD)_H_211,1
PAT19(LGD)_BD226,PAT16(EAC)_A_252,1
PAT19(LGD)_BD227,PAT9(NDBE)_J_295,1
PAT19(LGD)_BD228,PAT20(CARD)_F_162,1
PAT19(LGD)_BD229,PAT14(HGD)_C_374,1
PAT19(LGD)_BD230,PAT20(ESO)_E_42,1
PAT19(LGD)_BD231,PAT14(NDBE)_D_367,1
PAT19(LGD)_BD232,PAT14(NDBE)_D_281,1
PAT19(LGD)_BD233,PAT19(LGD)_B_104,1
PAT19(LGD)_BD234,PAT19(LGD)_B_198,1
PAT19(LGD)_BD235,PAT20(ESO)_E_87,1
PAT19(LGD)_BD236,PAT14(NDBE)_D_317,1
PAT19(LGD)_BD237,PAT20(CARD)_F_251,1
PAT19(LGD)_BD238,PAT20(CARD)_F_125,1
PAT19(LGD)_BD239,PAT6(LGD)_H_150,1
PAT19(LGD)_BD240,PAT14(NDBE)_D_175,1
PAT19(LGD)_BD242,PAT6(LGD)_H_109,1
PAT19(LGD)_BD243,PAT14(HGD)_C_354,1
PAT19(LGD)_BD244,PAT9(NDBE)_J_234,1
PAT19(LGD)_BD245,PAT19(LGD)_B_361,1
PAT19(LGD)_BD247,PAT6(LGD)_H_141,1
PAT19(LGD)_BD248,PAT20(ESO)_E_210,1
PAT19(LGD)_BD250,PAT20(CARD)_F_304,1
PAT19(LGD)_BD251,PAT14(HGD)_C_334,1
PAT19(LGD)_BD252,PAT19(LGD)_B_170,1
PAT19(LGD)_BD253,PAT20(CARD)_F_320,1
PAT19(LGD)_BD254,PAT6(LGD)_H_333,1
PAT19(LGD)_BD255,PAT14(NDBE)_D_77,1
PAT19(LGD)_BD256,PAT14(NDBE)_D_319,1
PAT19(LGD)_BD257,PAT20(ESO)_E_220,1
PAT19(LGD)_BD258,PAT20(CARD)_F_215,1
PAT19(LGD)_BD259,PAT20(CARD)_F_329,1
PAT19(LGD)_BD260,PAT16(NDBE)_B_365,1
PAT19(LGD)_BD261,PAT20(CARD)_F_280,1
PAT19(LGD)_BD262,PAT16(NDBE)_B_88,1
PAT19(LGD)_BD263,PAT20(CARD)_F_155,1
PAT19(LGD)_BD264,PAT9(NDBE)_J_290,1
PAT19(LGD)_BD265,PAT20(CARD)_F_70,1
PAT19(LGD)_BD267,PAT19(LGD)_B_143,1
PAT19(LGD)_BD268,PAT16(NDBE)_B_329,1
PAT19(LGD)_BD269,PAT14(NDBE)_D_233,1
PAT19(LGD)_BD270,PAT9(NDBE)_J_298,1
PAT19(LGD)_BD271,PAT20(CARD)_F_76,1
PAT19(LGD)_BD272,PAT14(HGD)_C_381,1
PAT19(LGD)_BD273,PAT20(ESO)_E_162,1
PAT19(LGD)_BD274,PAT20(CARD)_F_262,1
PAT19(LGD)_BD275,PAT14(NDBE)_D_205,1
PAT19(LGD)_BD276,PAT20(CARD)_F_300,1
PAT19(LGD)_BD277,PAT6(LGD)_H_334,1
PAT19(LGD)_BD278,PAT9(NDBE)_J_214,1
PAT19(LGD)_BD279,PAT19(LGD)_B_47,1
PAT19(LGD)_BD280,PAT6(LGD)_H_305,1
PAT19(LGD)_BD281,PAT19(LGD)_B_250,1
PAT19(LGD)_BD282,PAT6(LGD)_H_221,1
PAT19(LGD)_BD283,PAT6(LGD)_H_259,1
PAT19(LGD)_BD284,PAT6(LGD)_H_19,1
PAT19(LGD)_BD285,PAT20(ESO)_E_295,1
PAT19(LGD)_BD286,PAT20(ESO)_E_82,1
PAT19(LGD)_BD287,PAT20(CARD)_F_238,1
PAT19(LGD)_BD288,PAT20(HGD1)_D_277,1
PAT19(LGD)_BD290,PAT19(LGD)_B_287,1
PAT19(LGD)_BD291,PAT16(EAC)_A_41,1
PAT19(LGD)_BD293,PAT19(LGD)_B_298,1
PAT19(LGD)_BD294,PAT9(NDBE)_J_35,1
PAT19(LGD)_BD295,PAT9(NDBE)_J_39,1
PAT19(LGD)_BD296,PAT9(NDBE)_J_186,1
PAT19(LGD)_BD297,PAT6(LGD)_H_296,1
PAT19(LGD)_BD298,PAT20(ESO)_E_205,1
PAT19(LGD)_BD299,PAT20(CARD)_F_379,1
PAT19(LGD)_BD300,PAT20(ESO)_E_40,1
PAT19(LGD)_BD301,PAT19(LGD)_B_306,1
PAT19(LGD)_BD302,PAT19(LGD)_B_100,1
PAT19(LGD)_BD303,PAT9(NDBE)_J_33,1
PAT19(LGD)_BD305,PAT14(HGD)_C_333,1
PAT19(LGD)_BD306,PAT9(NDBE)_J_68,1
PAT19(LGD)_BD307,PAT20(ESO)_E_279,1
PAT19(LGD)_BD308,PAT6(HGD)_I_167,1
PAT19(LGD)_BD309,PAT19(LGD)_B_248,1
PAT19(LGD)_BD311,PAT20(ESO)_E_269,1
PAT19(LGD)_BD312,PAT20(CARD)_F_305,1
PAT19(LGD)_BD313,PAT19(LGD)_B_145,1
PAT19(LGD)_BD314,PAT6(HGD)_I_242,1
PAT19(LGD)_BD315,PAT16(EAC)_A_363,1
PAT19(LGD)_BD316,PAT20(ESO)_E_139,1
PAT19(LGD)_BD317,PAT19(LGD)_B_87,1
PAT19(LGD)_BD319,PAT6(LGD)_H_143,1
PAT19(LGD)_BD320,PAT6(LGD)_H_160,1
PAT19(LGD)_BD321,PAT20(CARD)_F_198,1
PAT19(LGD)_BD322,PAT9(NDBE)_J_262,1
PAT19(LGD)_BD323,PAT20(CARD)_F_121,1
PAT19(LGD)_BD324,PAT20(CARD)_F_381,1
PAT19(LGD)_BD325,PAT20(ESO)_E_32,1
PAT19(LGD)_BD326,PAT6(LGD)_H_169,1
PAT19(LGD)_BD327,PAT20(ESO)_E_257,1
PAT19(LGD)_BD328,PAT16(NDBE)_B_286,1
PAT19(LGD)_BD329,PAT19(LGD)_B_30,1
PAT19(LGD)_BD330,PAT20(CARD)_F_221,1
PAT19(LGD)_BD331,PAT20(CARD)_F_253,1
PAT19(LGD)_BD332,PAT16(NDBE)_B_175,1
PAT19(LGD)_BD333,PAT9(NDBE)_J_333,1
PAT19(LGD)_BD334,PAT20(CARD)_F_267,1
PAT19(LGD)_BD335,PAT16(NDBE)_B_328,1
PAT19(LGD)_BD336,PAT16(EAC)_A_229,1
PAT19(LGD)_BD337,PAT20(HGD1)_D_168,1
PAT19(LGD)_BD338,PAT20(CARD)_F_259,1
PAT19(LGD)_BD339,PAT6(LGD)_H_255,1
PAT19(LGD)_BD340,PAT6(LGD)_H_238,1
PAT19(LGD)_BD341,PAT14(NDBE)_D_299,1
PAT19(LGD)_BD342,PAT19(LGD)_B_377,1
PAT19(LGD)_BD343,PAT19(LGD)_B_167,1
PAT19(LGD)_BD344,PAT20(CARD)_F_378,1
PAT19(LGD)_BD345,PAT9(NDBE)_J_46,1
PAT19(LGD)_BD346,PAT6(LGD)_H_24,1
PAT19(LGD)_BD347,PAT14(NDBE)_D_54,1
PAT19(LGD)_BD348,PAT6(LGD)_H_268,1
PAT19(LGD)_BD349,PAT6(HGD)_I_105,1
PAT19(LGD)_BD350,PAT14(NDBE)_D_162,1
PAT19(LGD)_BD351,PAT19(LGD)_B_246,1
PAT19(LGD)_BD352,PAT20(CARD)_F_277,1
PAT19(LGD)_BD353,PAT6(HGD)_I_305,1
PAT19(LGD)_BD354,PAT14(NDBE)_D_80,1
PAT19(LGD)_BD355,PAT20(CARD)_F_167,1
PAT19(LGD)_BD356,PAT6(LGD)_H_163,1
PAT19(LGD)_BD357,PAT20(ESO)_E_184,1
PAT19(LGD)_BD358,PAT20(CARD)_F_264,1
PAT19(LGD)_BD359,PAT14(HGD)_C_339,1
PAT19(LGD)_BD361,PAT16(NDBE)_B_270,1
PAT19(LGD)_BD362,PAT9(NDBE)_J_40,1
PAT19(LGD)_BD363,PAT6(LGD)_H_162,1
PAT19(LGD)_BD365,PAT14(HGD)_C_278,1
PAT19(LGD)_BD366,PAT9(NDBE)_J_211,1
PAT19(LGD)_BD367,PAT14(NDBE)_D_207,1
PAT19(LGD)_BD368,PAT14(NDBE)_D_126,1
PAT19(LGD)_BD369,PAT20(CARD)_F_101,1
PAT19(LGD)_BD370,PAT20(ESO)_E_142,1
PAT19(LGD)_BD371,PAT19(LGD)_B_300,1
PAT19(LGD)_BD372,PAT9(NDBE)_J_126,1
PAT19(LGD)_BD373,PAT16(EAC)_A_211,1
PAT19(LGD)_BD374,PAT6(LGD)_H_53,1
PAT19(LGD)_BD375,PAT19(LGD)_B_115,1
PAT19(LGD)_BD376,PAT6(LGD)_H_300,1
PAT19(LGD)_BD377,PAT20(ESO)_E_299,1
PAT19(LGD)_BD378,PAT20(ESO)_E_86,1
PAT19(LGD)_BD379,PAT19(LGD)_B_221,1
PAT19(LGD)_BD380,PAT9(NDBE)_J_306,1
PAT19(LGD)_BD381,PAT20(HGD1)_D_374,1
PAT19(LGD)_BD382,PAT6(LGD)_H_147,1
PAT19(LGD)_BD383,PAT16(NDBE)_B_364,1
PAT6(HGD)_BG004,PAT6(LGD)_H_136,1
PAT6(HGD)_BG008,PAT6(HGD)_I_85,1
PAT6(HGD)_BG009,PAT6(HGD)_I_51,1
PAT6(HGD)_BG011,PAT6(HGD)_I_232,1
PAT6(HGD)_BG012,PAT6(HGD)_I_266,1
PAT6(HGD)_BG014,PAT6(LGD)_H_79,1
PAT6(HGD)_BG015,PAT6(HGD)_I_127,1
PAT6(HGD)_BG016,PAT6(HGD)_I_310,1
PAT6(HGD)_BG018,PAT6(LGD)_H_217,1
PAT6(HGD)_BG019,PAT6(HGD)_I_60,1
PAT6(HGD)_BG020,PAT6(HGD)_I_179,1
PAT6(HGD)_BG021,PAT6(HGD)_I_214,1
PAT6(HGD)_BG024,PAT6(HGD)_I_205,1
PAT6(HGD)_BG026,PAT6(HGD)_I_284,1
PAT6(HGD)_BG029,PAT6(HGD)_I_82,1
PAT6(HGD)_BG030,PAT6(HGD)_I_335,1
PAT6(HGD)_BG031,PAT6(HGD)_I_235,1
PAT6(HGD)_BG032,PAT6(HGD)_I_295,1
PAT6(HGD)_BG033,PAT6(HGD)_I_99,1
PAT6(HGD)_BG035,PAT6(HGD)_I_121,1
PAT6(HGD)_BG037,PAT6(HGD)_I_234,1
PAT6(HGD)_BG038,PAT6(HGD)_I_15,1
PAT6(HGD)_BG048,PAT16(EAC)_A_188,1
PAT6(HGD)_BG052,PAT6(HGD)_I_88,1
PAT6(HGD)_BG054,PAT6(HGD)_I_150,1
PAT6(HGD)_BG055,PAT6(LGD)_H_327,1
PAT6(HGD)_BG063,PAT6(HGD)_I_186,1
PAT6(HGD)_BG065,PAT6(HGD)_I_174,1
PAT6(HGD)_BG067,PAT6(HGD)_I_229,1
PAT6(HGD)_BG069,PAT6(HGD)_I_67,1
PAT6(HGD)_BG070,PAT6(HGD)_I_308,1
PAT6(HGD)_BG072,PAT6(LGD)_H_42,1
PAT6(HGD)_BG074,PAT6(HGD)_I_36,1
PAT6(HGD)_BG078,PAT6(LGD)_H_239,1
PAT6(HGD)_BG080,PAT9(NDBE)_J_88,1
PAT6(HGD)_BG082,PAT6(HGD)_I_258,1
PAT6(HGD)_BG083,PAT6(HGD)_I_25,1
PAT6(HGD)_BG085,PAT6(HGD)_I_169,1
PAT6(HGD)_BG086,PAT6(HGD)_I_68,1
PAT6(HGD)_BG087,PAT6(HGD)_I_84,1
PAT6(HGD)_BG088,PAT6(HGD)_I_61,1
PAT6(HGD)_BG089,PAT6(HGD)_I_13,1
PAT6(HGD)_BG090,PAT6(HGD)_I_151,1
PAT6(HGD)_BG092,PAT6(LGD)_H_144,1
PAT6(HGD)_BG093,PAT6(LGD)_H_17,1
PAT6(HGD)_BG094,PAT6(HGD)_I_21,1
PAT6(HGD)_BG095,PAT6(HGD)_I_122,1
PAT6(HGD)_BG097,PAT6(HGD)_I_278,1
PAT6(HGD)_BG098,PAT6(HGD)_I_139,1
PAT6(HGD)_BG099,PAT6(HGD)_I_55,1
PAT6(HGD)_BG100,PAT6(HGD)_I_160,1
PAT6(HGD)_BG101,PAT6(HGD)_I_124,1
PAT6(HGD)_BG104,PAT6(HGD)_I_128,1
PAT6(HGD)_BG106,PAT6(HGD)_I_9,1
PAT6(HGD)_BG107,PAT16(NDBE)_B_215,1
PAT6(HGD)_BG108,PAT6(HGD)_I_117,1
PAT6(HGD)_BG110,PAT6(HGD)_I_161,1
PAT6(HGD)_BG112,PAT6(HGD)_I_220,1
PAT6(HGD)_BG113,PAT14(HGD)_C_232,1
PAT6(HGD)_BG114,PAT6(HGD)_I_314,1
PAT6(HGD)_BG115,PAT6(LGD)_H_260,1
PAT6(HGD)_BG116,PAT6(HGD)_I_211,1
PAT6(HGD)_BG117,PAT6(HGD)_I_196,1
PAT6(HGD)_BG119,PAT6(HGD)_I_320,1
PAT6(HGD)_BG124,PAT6(HGD)_I_282,1
PAT6(HGD)_BG125,PAT6(LGD)_H_101,1
PAT6(HGD)_BG128,PAT6(HGD)_I_176,1
PAT6(HGD)_BG129,PAT6(HGD)_I_333,1
PAT6(HGD)_BG130,PAT6(HGD)_I_103,1
PAT6(HGD)_BG131,PAT6(HGD)_I_272,1
PAT6(HGD)_BG133,PAT6(HGD)_I_116,1
PAT6(HGD)_BG134,PAT6(HGD)_I_104,1
PAT6(HGD)_BG135,PAT6(HGD)_I_304,1
PAT6(HGD)_BG136,PAT6(HGD)_I_301,1
PAT6(HGD)_BG139,PAT6(HGD)_I_245,1
PAT6(HGD)_BG140,PAT6(HGD)_I_191,1
PAT6(HGD)_BG141,PAT6(HGD)_I_227,1
PAT6(HGD)_BG142,PAT6(LGD)_H_275,1
PAT6(HGD)_BG143,PAT6(LGD)_H_198,1
PAT6(HGD)_BG144,PAT6(HGD)_I_14,1
PAT6(HGD)_BG147,PAT6(HGD)_I_54,1
PAT6(HGD)_BG148,PAT6(LGD)_H_242,1
PAT6(HGD)_BG150,PAT6(LGD)_H_47,1
PAT6(HGD)_BG151,PAT6(HGD)_I_8,1
PAT6(HGD)_BG152,PAT6(HGD)_I_140,1
PAT6(HGD)_BG153,PAT6(HGD)_I_303,1
PAT6(HGD)_BG156,PAT6(HGD)_I_66,1
PAT6(HGD)_BG157,PAT6(HGD)_I_12,1
PAT6(HGD)_BG159,PAT6(HGD)_I_129,1
PAT6(HGD)_BG163,PAT6(LGD)_H_119,1
PAT6(HGD)_BG164,PAT6(HGD)_I_203,1
PAT6(HGD)_BG165,PAT20(CARD)_F_344,1
PAT6(HGD)_BG167,PAT6(HGD)_I_201,1
PAT6(HGD)_BG168,PAT6(HGD)_I_126,1
PAT6(HGD)_BG182,PAT6(HGD)_I_252,1
PAT6(HGD)_BG183,PAT6(HGD)_I_71,1
PAT6(HGD)_BG184,PAT6(HGD)_I_130,1
PAT6(HGD)_BG187,PAT6(HGD)_I_75,1
PAT6(HGD)_BG190,PAT6(HGD)_I_231,1
PAT6(HGD)_BG191,PAT6(HGD)_I_313,1
PAT6(HGD)_BG194,PAT6(HGD)_I_296,1
PAT6(HGD)_BG195,PAT6(LGD)_H_180,1
PAT6(HGD)_BG197,PAT6(HGD)_I_94,1
PAT6(HGD)_BG198,PAT6(LGD)_H_183,1
PAT6(HGD)_BG199,PAT6(HGD)_I_50,1
PAT6(HGD)_BG201,PAT6(HGD)_I_17,1
PAT6(HGD)_BG202,PAT6(LGD)_H_153,1
PAT6(HGD)_BG203,PAT6(HGD)_I_98,1
PAT6(HGD)_BG205,PAT6(HGD)_I_195,1
PAT6(HGD)_BG207,PAT6(HGD)_I_187,1
PAT6(HGD)_BG210,PAT6(LGD)_H_342,1
PAT6(HGD)_BG211,PAT6(HGD)_I_34,1
PAT6(HGD)_BG212,PAT6(HGD)_I_238,1
PAT6(HGD)_BG213,PAT6(HGD)_I_237,1
PAT6(HGD)_BG214,PAT6(HGD)_I_144,1
PAT6(HGD)_BG215,PAT20(CARD)_F_172,1
PAT6(HGD)_BG216,PAT6(HGD)_I_165,1
PAT6(HGD)_BG217,PAT6(HGD)_I_180,1
PAT6(HGD)_BG218,PAT6(HGD)_I_248,1
PAT6(HGD)_BG220,PAT6(LGD)_H_33,1
PAT6(HGD)_BG223,PAT6(HGD)_I_213,1
PAT6(HGD)_BG225,PAT6(HGD)_I_123,1
PAT6(HGD)_BG229,PAT6(LGD)_H_155,1
PAT6(HGD)_BG231,PAT6(HGD)_I_228,1
PAT6(HGD)_BG233,PAT6(HGD)_I_271,1
PAT6(HGD)_BG234,PAT6(HGD)_I_277,1
PAT6(HGD)_BG236,PAT6(HGD)_I_254,1
PAT6(HGD)_BG240,PAT6(LGD)_H_240,1
PAT6(HGD)_BG242,PAT6(HGD)_I_290,1
PAT6(HGD)_BG243,PAT6(HGD)_I_325,1
PAT6(HGD)_BG245,PAT6(LGD)_H_176,1
PAT6(HGD)_BG246,PAT6(HGD)_I_309,1
PAT6(HGD)_BG247,PAT6(LGD)_H_206,1
PAT6(HGD)_BG249,PAT6(LGD)_H_229,1
PAT6(HGD)_BG250,PAT6(HGD)_I_57,1
PAT6(HGD)_BG253,PAT6(HGD)_I_114,1
PAT6(HGD)_BG256,PAT6(HGD)_I_202,1
PAT6(HGD)_BG258,PAT6(HGD)_I_20,1
PAT6(HGD)_BG265,PAT6(HGD)_I_329,1
PAT6(HGD)_BG266,PAT6(HGD)_I_230,1
PAT6(HGD)_BG267,PAT6(HGD)_I_63,1
PAT6(HGD)_BG271,PAT6(HGD)_I_236,1
PAT6(HGD)_BG272,PAT6(HGD)_I_256,1
PAT6(HGD)_BG274,PAT6(HGD)_I_113,1
PAT6(HGD)_BG276,PAT6(HGD)_I_111,1
PAT6(HGD)_BG277,PAT19(LGD)_B_199,1
PAT6(HGD)_BG278,PAT6(HGD)_I_298,1
PAT6(HGD)_BG283,PAT6(LGD)_H_31,1
PAT6(HGD)_BG285,PAT6(HGD)_I_62,1
PAT6(HGD)_BG286,PAT6(HGD)_I_268,1
PAT6(HGD)_BG287,PAT6(HGD)_I_317,1
PAT6(HGD)_BG295,PAT6(HGD)_I_307,1
PAT6(HGD)_BG298,PAT19(LGD)_B_257,1
PAT6(HGD)_BG302,PAT6(HGD)_I_52,1
PAT6(HGD)_BG303,PAT6(LGD)_H_258,1
PAT6(HGD)_BG304,PAT6(HGD)_I_223,1
PAT6(HGD)_BG305,PAT6(HGD)_I_10,1
PAT6(HGD)_BG307,PAT6(HGD)_I_43,1
PAT6(HGD)_BG310,PAT6(HGD)_I_297,1
PAT6(HGD)_BG311,PAT6(HGD)_I_247,1
PAT6(HGD)_BG312,PAT20(ESO)_E_358,1
