"","predict","cell"
"97","2","CRC11_LN1_319"
"98","2","CRC11_LN1_359"
"99","2","CRC11_PT1_469"
"100","2","CRC11_LN1_304"
"101","2","CRC11_PT3_759"
"102","0","CRC11_PT4_725"
"103","2","CRC11_PT4_713"
"104","2","CRC11_LN1_343"
"105","0","CRC11_PT1_540"
"106","1","CRC11_PT3_787"
"107","2","CRC11_PT1_470"
"108","0","CRC11_PT3_791"
"109","2","CRC11_LN1_346"
"110","1","CRC11_PT2_508"
"111","0","CRC11_PT1_456"
"112","0","CRC11_PT4_710"
"113","2","CRC11_PT4_708"
"114","2","CRC11_PT4_730"
"115","2","CRC11_PT4_718"
"116","2","CRC11_PT3_758"
"117","2","CRC11_PT3_788"
"118","2","CRC11_PT1_533"
"119","1","CRC11_LN1_325"
"120","2","CRC11_LN1_314"
"121","2","CRC11_PT1_434"
"122","2","CRC11_PT4_726"
"123","0","CRC11_PT4_735"
"124","0","CRC11_PT1_431"
"125","2","CRC11_LN1_310"
"126","2","CRC11_PT1_442"
"127","2","CRC11_LN1_336"
"128","2","CRC11_LN1_340"
"129","2","CRC11_LN1_332"
"130","2","CRC11_LN1_370"
"131","0","CRC11_PT1_446"
"132","2","CRC11_LN1_361"
"133","1","CRC11_LN1_315"
"134","0","CRC11_LN1_386"
"135","0","CRC11_PT1_466"
"136","2","CRC11_LN1_333"
"137","2","CRC11_LN1_329"
"138","0","CRC11_PT1_450"
"139","2","CRC11_LN1_358"
"140","2","CRC11_PT4_733"
"141","2","CRC11_PT1_433"
"142","2","CRC11_PT4_737"
"143","0","CRC11_PT1_425"
"144","2","CRC11_LN1_318"
"145","0","CRC11_LN1_384"
"146","2","CRC11_LN1_385"
"147","2","CRC11_LN1_334"
"148","0","CRC11_LN1_381"
"149","0","CRC11_PT1_534"
"150","1","CRC11_PT3_752"
"151","2","CRC11_PT4_702"
"152","2","CRC11_PT3_790"
"153","2","CRC11_PT1_440"
"154","2","CRC11_LN1_364"
"155","0","CRC11_PT4_707"
"156","2","CRC11_PT1_463"
"157","2","CRC11_PT4_717"
"158","2","CRC11_LN1_369"
"159","0","CRC11_PT4_709"
"160","2","CRC11_LN1_330"
"161","2","CRC11_LN1_373"
"162","2","CRC11_PT4_723"
"163","2","CRC11_PT4_745"
"164","1","CRC11_PT2_504"
"165","2","CRC11_LN1_338"
"166","2","CRC11_PT3_764"
"167","2","CRC11_PT4_711"
"168","2","CRC11_PT1_443"
"169","2","CRC11_LN1_345"
"170","2","CRC11_PT1_448"
"171","2","CRC11_LN1_357"
"172","2","CRC11_PT3_760"
"173","2","CRC11_LN1_355"
"174","0","CRC11_PT4_722"
"175","2","CRC11_PT3_792"
"176","2","CRC11_LN1_372"
"177","2","CRC11_PT4_706"
"178","1","CRC11_PT2_496"
"179","2","CRC11_LN1_366"
"180","2","CRC11_LN1_377"
"181","2","CRC11_LN1_313"
"182","2","CRC11_PT1_458"
"183","2","CRC11_PT1_439"
"184","2","CRC11_PT3_773"
"185","2","CRC11_PT2_486"
"186","2","CRC11_LN1_316"
"187","0","CRC11_PT1_436"
"188","2","CRC11_PT1_451"
"189","2","CRC11_PT1_472"
"190","2","CRC11_LN1_335"
"191","2","CRC11_PT3_763"
"192","2","CRC11_PT4_704"
