"","predict","cell"
"CRC11_PT3_786","1","CRC11_PT3_786"
"CRC11_PT1_464","1","CRC11_PT1_464"
"CRC11_PT1_465","1","CRC11_PT1_465"
"CRC11_LN1_351","1","CRC11_LN1_351"
"CRC11_LN1_339","1","CRC11_LN1_339"
"CRC11_PT3_756","1","CRC11_PT3_756"
"CRC11_PT1_535","1","CRC11_PT1_535"
"CRC11_LN1_383","1","CRC11_LN1_383"
"CRC11_PT1_426","1","CRC11_PT1_426"
"CRC11_PT4_739","1","CRC11_PT4_739"
"CRC11_PT3_766","1","CRC11_PT3_766"
"CRC11_PT1_437","1","CRC11_PT1_437"
"CRC11_LN1_319","1","CRC11_LN1_319"
"CRC11_LN1_359","1","CRC11_LN1_359"
"CRC11_PT1_469","1","CRC11_PT1_469"
"CRC11_LN1_304","1","CRC11_LN1_304"
"CRC11_PT3_759","1","CRC11_PT3_759"
"CRC11_PT4_725","1","CRC11_PT4_725"
"CRC11_PT4_713","1","CRC11_PT4_713"
"CRC11_LN1_343","1","CRC11_LN1_343"
"CRC11_PT1_540","1","CRC11_PT1_540"
"CRC11_PT3_787","1","CRC11_PT3_787"
"CRC11_PT1_470","1","CRC11_PT1_470"
"CRC11_PT3_791","1","CRC11_PT3_791"
"CRC11_LN1_346","1","CRC11_LN1_346"
"CRC11_PT2_508","1","CRC11_PT2_508"
"CRC11_PT1_456","1","CRC11_PT1_456"
"CRC11_PT4_710","1","CRC11_PT4_710"
"CRC11_PT4_708","1","CRC11_PT4_708"
"CRC11_PT4_730","1","CRC11_PT4_730"
"CRC11_PT4_718","1","CRC11_PT4_718"
"CRC11_PT3_758","1","CRC11_PT3_758"
"CRC11_PT3_788","1","CRC11_PT3_788"
"CRC11_PT1_533","1","CRC11_PT1_533"
"CRC11_LN1_325","1","CRC11_LN1_325"
"CRC11_LN1_314","1","CRC11_LN1_314"
"CRC11_PT1_434","1","CRC11_PT1_434"
"CRC11_PT4_726","1","CRC11_PT4_726"
"CRC11_PT4_735","1","CRC11_PT4_735"
"CRC11_PT1_431","1","CRC11_PT1_431"
"CRC11_LN1_310","1","CRC11_LN1_310"
"CRC11_PT1_442","1","CRC11_PT1_442"
"CRC11_LN1_336","1","CRC11_LN1_336"
"CRC11_LN1_340","1","CRC11_LN1_340"
"CRC11_LN1_332","1","CRC11_LN1_332"
"CRC11_LN1_370","1","CRC11_LN1_370"
"CRC11_PT1_446","1","CRC11_PT1_446"
"CRC11_LN1_361","1","CRC11_LN1_361"
"CRC11_LN1_315","1","CRC11_LN1_315"
"CRC11_LN1_386","1","CRC11_LN1_386"
"CRC11_PT1_466","1","CRC11_PT1_466"
"CRC11_LN1_333","1","CRC11_LN1_333"
"CRC11_LN1_329","1","CRC11_LN1_329"
"CRC11_PT1_450","1","CRC11_PT1_450"
"CRC11_LN1_358","1","CRC11_LN1_358"
"CRC11_PT4_733","1","CRC11_PT4_733"
"CRC11_PT1_433","1","CRC11_PT1_433"
"CRC11_PT4_737","1","CRC11_PT4_737"
"CRC11_PT1_425","1","CRC11_PT1_425"
"CRC11_LN1_318","1","CRC11_LN1_318"
"CRC11_LN1_384","1","CRC11_LN1_384"
"CRC11_LN1_385","1","CRC11_LN1_385"
"CRC11_LN1_334","1","CRC11_LN1_334"
"CRC11_LN1_381","1","CRC11_LN1_381"
"CRC11_PT1_534","1","CRC11_PT1_534"
"CRC11_PT3_752","1","CRC11_PT3_752"
"CRC11_PT4_702","1","CRC11_PT4_702"
"CRC11_PT3_790","1","CRC11_PT3_790"
"CRC11_PT1_440","1","CRC11_PT1_440"
"CRC11_LN1_364","1","CRC11_LN1_364"
"CRC11_PT4_707","1","CRC11_PT4_707"
"CRC11_PT1_463","1","CRC11_PT1_463"
"CRC11_PT4_717","1","CRC11_PT4_717"
"CRC11_LN1_369","1","CRC11_LN1_369"
"CRC11_PT4_709","1","CRC11_PT4_709"
"CRC11_LN1_330","1","CRC11_LN1_330"
"CRC11_LN1_373","1","CRC11_LN1_373"
"CRC11_PT4_723","1","CRC11_PT4_723"
"CRC11_PT4_745","1","CRC11_PT4_745"
"CRC11_PT2_504","1","CRC11_PT2_504"
"CRC11_LN1_338","1","CRC11_LN1_338"
"CRC11_PT3_764","1","CRC11_PT3_764"
"CRC11_PT4_711","1","CRC11_PT4_711"
"CRC11_PT1_443","1","CRC11_PT1_443"
"CRC11_LN1_345","1","CRC11_LN1_345"
"CRC11_PT1_448","1","CRC11_PT1_448"
"CRC11_LN1_357","1","CRC11_LN1_357"
"CRC11_PT3_760","1","CRC11_PT3_760"
"CRC11_LN1_355","1","CRC11_LN1_355"
"CRC11_PT4_722","1","CRC11_PT4_722"
"CRC11_PT3_792","1","CRC11_PT3_792"
"CRC11_LN1_372","1","CRC11_LN1_372"
"CRC11_PT4_706","1","CRC11_PT4_706"
"CRC11_PT2_496","1","CRC11_PT2_496"
"CRC11_LN1_366","1","CRC11_LN1_366"
"CRC11_LN1_377","1","CRC11_LN1_377"
"CRC11_LN1_313","1","CRC11_LN1_313"
"CRC11_PT1_458","1","CRC11_PT1_458"
"CRC11_PT1_439","1","CRC11_PT1_439"
"CRC11_PT3_773","1","CRC11_PT3_773"
"CRC11_PT2_486","1","CRC11_PT2_486"
"CRC11_LN1_316","1","CRC11_LN1_316"
"CRC11_PT1_436","1","CRC11_PT1_436"
"CRC11_PT1_451","1","CRC11_PT1_451"
"CRC11_PT1_472","1","CRC11_PT1_472"
"CRC11_LN1_335","1","CRC11_LN1_335"
"CRC11_PT3_763","1","CRC11_PT3_763"
"CRC11_PT4_704","1","CRC11_PT4_704"
